Source Node	Target Node	Interaction Type
Cdkn1a	Cdk6	Undirected
SUPT3H	GCN5L2	Undirected
SUPT3H	MAX	Undirected
Epha2	Pik3r1	Undirected
IL13	IL13RA2	Undirected
IL13	IL13RA1	Undirected
POLR1A	NFKBIB	Undirected
RPA4	RPA3	Undirected
RELA	NFKBIA	Undirected
RELA	NFKB2	Undirected
RELA	RELB	Undirected
RELA	IQGAP2	Undirected
RELA	NFKB1	Undirected
RELA	HSPA4	Undirected
MAP3K14	RPL8	Undirected
MAP3K14	IKBKB	Undirected
MAP3K14	CHUK	Undirected
MAP3K14	RPL13A	Undirected
FBL	MAP3K14	Undirected
CCL25	CCRL1	Undirected
CCL25	CCR9	Undirected
IKBKE	KTN1	Undirected
IKBKE	HSP90AA1	Undirected
AP1B1	BUB1	Undirected
GCN5L2	TAF5L	Undirected
GCN5L2	MAX	Undirected
SAPS1	NFKBIE	Undirected
Tfdp2	Gmcl1	Undirected
RPL4	MAP3K14	Undirected
CXCL3	IL8RB	Undirected
NQO1	TP53	Undirected
Ap2b1	BUB1B	Undirected
MCC	NFKBIB	Undirected
RPA3	RPA1	Undirected
RPA3	MEN1	Undirected
RPA3	RAD52	Undirected
RPS13	MAP3K1	Undirected
RPS13	NFKB2	Undirected
RPS13	MAP3K14	Undirected
BARD1	BRCA1	Undirected
RPA2	XPA	Undirected
RPA2	UNG	Undirected
RPA2	Stat3	Undirected
RPA2	XRCC6	Undirected
RPA2	RAD52	Undirected
RPA2	RPA3	Undirected
ITGA2B	ITGB3	Undirected
GTF2I	NFKB2	Undirected
Wrn	UBE2I	Undirected
Wrn	SUMO1	Undirected
MTSS1	PTPRD	Undirected
Gmcl1	Gmcl1	Undirected
Tek	Angpt2	Undirected
BRAF	Ywhaq	Undirected
BRAF	Map2k2	Undirected
IFNA2	IFNAR2	Undirected
IFNA2	IFNAR1	Undirected
FANCD2	TNFRSF1A	Undirected
PSMC3	TRAF6	Undirected
LBR	CBX5	Undirected
TANK	TBK1	Undirected
Cdk6	Ccnd1	Undirected
Bmpr1a	BMP6	Undirected
Bmpr1a	BMP4	Undirected
PHB	E2F1	Undirected
POLR1C	NFKBIB	Undirected
MKI67	Cbx3	Undirected
MKI67	MKI67IP	Undirected
MKI67	KIF15	Undirected
SPTB	SPTA1	Undirected
MCL1	BCL2	Undirected
TP73	MDM4	Undirected
TP73	MDM2	Undirected
TP73	PPP1R13L	Undirected
CDC37	IKBKB	Undirected
CDC37	IKBKG	Undirected
CDC37	MAP3K7	Undirected
CDC37	MAP3K14	Undirected
CDC37	IKBKE	Undirected
CDC37	TBK1	Undirected
NR2C2	AR	Undirected
ACTL6A	RELB	Undirected
MAP3K3	YWHAE	Undirected
MAP3K3	YWHAH	Undirected
MAP3K3	PFDN2	Undirected
MAP3K3	MAP2K5	Undirected
MAP3K3	CDC37	Undirected
CDC6	MYC	Undirected
DARC	CXCL1	Undirected
YWHAG	MAP3K3	Undirected
HSP90AA1	NR3C1	Undirected
HSP90AA1	AHR	Undirected
HSP90AA1	IKBKG	Undirected
HSP90AA1	MAP3K7	Undirected
HSP90AA1	PGR	Undirected
HSP90AA1	MAP3K14	Undirected
HSP90AA1	MAP3K3	Undirected
HSP90AA1	HSP90AA1	Undirected
HSP90AA1	FGR	Undirected
HSP90AA1	SRC	Undirected
HDAC6	RELB	Undirected
TGFB1	TGFBR2	Undirected
WDR68	MAP3K1	Undirected
USP11	RELB	Undirected
CDK4	CCND2	Undirected
CDK4	CDKN2A	Undirected
CDK4	CDK7	Undirected
CDK4	CDC37	Undirected
CDK4	HSP90AA1	Undirected
CDK4	CDKN1A	Undirected
CDK4	CDKN1B	Undirected
GSK3B	JUN	Undirected
RBL2	HDAC1	Undirected
RBL2	RBBP8	Undirected
RBL2	E2F4	Undirected
POLE	TOPBP1	Undirected
H2-Aa	H2-Ab1	Undirected
RPL6	NFKB2	Undirected
RPL6	MAP3K14	Undirected
FGF5	FGFR3	Undirected
IL7R	IL7	Undirected
RRM1	RRM2	Undirected
RRM1	RRM2B	Undirected
AKAP8L	RELA	Undirected
IL9R	IL9	Undirected
MYC	TAF12	Undirected
MYC	TAF9	Undirected
MYC	TRRAP	Undirected
MYC	TADA2L	Undirected
MYC	SUPT3H	Undirected
MYC	GCN5L2	Undirected
MYC	MAX	Undirected
MYC	EP400	Undirected
NFKBIB	KPNA2	Undirected
NFKBIB	NFKBIA	Undirected
NFKBIB	IKBKB	Undirected
NFKBIB	NFKB2	Undirected
NFKBIB	POLR1D	Undirected
NFKBIB	LRPPRC	Undirected
NFKBIB	IQGAP2	Undirected
NFKBIB	CHUK	Undirected
NFKBIB	NFKB1	Undirected
NFKBIB	RASAL2	Undirected
NFKBIB	RELA	Undirected
NFKBIB	MTIF2	Undirected
NFKBIB	PDCD2	Undirected
NFKBIB	POLR1B	Undirected
NFKBIB	POLR1E	Undirected
DIABLO	XIAP	Undirected
YY1	EP300	Undirected
YY1	MYC	Undirected
TRAF3	TANK	Undirected
TRAF3	CD40	Undirected
MAPK9	Stat3	Undirected
CTBP1	BRCA1	Undirected
CTBP1	RBBP8	Undirected
CTBP1	LMO4	Undirected
CTBP1	Lmo2	Undirected
CTBP1	LDB2	Undirected
XIAP	CASP9	Undirected
TRAF6	PSMD6	Undirected
TRAF6	PSMD7	Undirected
TRAF6	PSMD3	Undirected
TRAF6	PSMD12	Undirected
TRAF6	PSMC2	Undirected
TRAF6	PSMD1	Undirected
TP53BP2	BCL2	Undirected
TP53BP2	TP53	Undirected
POU2F2	TBP	Undirected
POU2F2	Pou2af1	Undirected
POU2F2	Hmgb2	Undirected
PARP1	TCF3	Undirected
PARP1	CASP3	Undirected
PARP1	TP53	Undirected
IFNG	IFNGR1	Undirected
Ccng2	Cdkn2a	Undirected
E2F5	TFDP1	Undirected
ACTB	EPB41L2	Undirected
NCF4	NCF2	Undirected
Fgfr1	Fgf9	Undirected
BRMS1	PHB	Undirected
Mdm2	TBP	Undirected
Mdm2	Trp53	Undirected
Mdm2	TAF1	Undirected
Mdm2	Cdkn2a	Undirected
NFATC2	JUN	Undirected
NFATC2	NFATC2	Undirected
Ccnd2	Cdkn1a	Undirected
HMGB1	TP53	Undirected
BUB3	BUB1B	Undirected
NTRK1	NGFR	Undirected
SMARCC1	RELB	Undirected
PMS2	MLH1	Undirected
Stat4	Prkcd	Undirected
TNFRSF6B	FASLG	Undirected
ERCC5	PCNA	Undirected
ERCC5	ERCC2	Undirected
ERCC5	ERCC6	Undirected
ERCC5	GTF2H2	Undirected
LTB	LTA	Undirected
IFNA5	IFNAR2	Undirected
CDK3	CDKN3	Undirected
TNFRSF13B	TNFSF13B	Undirected
TNFRSF13B	TNFSF13	Undirected
CCL27	CCR10	Undirected
CXCR3	CCL7	Undirected
CXCR3	CCL5	Undirected
CXCR3	CXCL10	Undirected
IL1RN	IL1R1	Undirected
FGF4	FGFR3	Undirected
TCF3	NCL	Undirected
TCF3	Myog	Undirected
RPL10	PSEN1	Undirected
Ptpra	Mdk	Undirected
LEPR	LEPROT	Undirected
INHA	Acvr2a	Undirected
ACVR1B	ACVR2A	Undirected
ATF3	JUN	Undirected
Il18	CASP1	Undirected
Il18	IFNG	Undirected
Il18	CASP3	Undirected
TNFRSF18	TNFSF18	Undirected
Fgf9	Fgfr3	Undirected
TNFRSF4	TNFSF4	Undirected
GNGT1	Gnb5	Undirected
TNFRSF1B	TRAF2	Undirected
TNFRSF1B	FANCD2	Undirected
IL17RA	IL17A	Undirected
CCR8	CCL17	Undirected
CCR8	CCL1	Undirected
Gnaq	Adora3	Undirected
Ccl19	CCRL1	Undirected
SPDEF	AR	Undirected
CX3CR1	CX3CL1	Undirected
TNFRSF9	TNFSF9	Undirected
Nr4a1	RXRA	Undirected
ATF4	JUN	Undirected
Ppp3cb	AKAP5	Undirected
AREG	EGFR	Undirected
NGF	NTRK1	Undirected
LIFR	LIF	Undirected
LEP	LEPR	Undirected
Angpt1	Tek	Undirected
PTGES3	HSP90AA1	Undirected
MPL	THPO	Undirected
CDC25A	RAF1	Undirected
CDC25A	CCNB1	Undirected
CDC25A	YWHAB	Undirected
CDC25A	CHEK1	Undirected
Thy1	Pik3r1	Undirected
IL18	IL18RAP	Undirected
IL18	IL18R1	Undirected
IL8RB	IL8	Undirected
IL8RB	CXCL2	Undirected
IL8RB	CXCL1	Undirected
IL8RB	PPBP	Undirected
NRG1	ERBB4	Undirected
CXCR5	CCL4	Undirected
CXCR5	CCL3	Undirected
Gna11	Adora3	Undirected
CSF2	CSF2RB	Undirected
CSF2	CSF3R	Undirected
CSF2	CSF2RA	Undirected
Fosb	Jun	Undirected
Fosb	Junb	Undirected
Gng4	Gnb4	Undirected
FIGF	KDR	Undirected
FIGF	FLT4	Undirected
Hipk3	AR	Undirected
IL3	CSF2RB	Undirected
IL3	IL3RA	Undirected
GTF2H1	ERCC3	Undirected
GTF2H1	ERCC5	Undirected
GTF2H1	ERCC2	Undirected
GTF2H1	GTF2H2	Undirected
Notch2	Dlk1	Undirected
SDC1	SDC1	Undirected
SDC1	SDC3	Undirected
CCL13	CCRL1	Undirected
CCL13	CCR2	Undirected
CCL13	CXCR3	Undirected
CCL13	CCR3	Undirected
CCL13	CCR5	Undirected
CCL16	CCR2	Undirected
CCL16	CCR8	Undirected
CCL16	CXCR5	Undirected
ID3	TCF4	Undirected
Gdi2	RAB4A	Undirected
Gdi2	RAB1A	Undirected
Gdi2	RAB5A	Undirected
ROR1	NGF	Undirected
ROR1	WNT5A	Undirected
MDK	Ptpra	Undirected
CALR	HLA-E	Undirected
CALR	FGB	Undirected
CD40	CD40LG	Undirected
GTF2E1	GTF2H1	Undirected
ERCC2	ERCC3	Undirected
ERCC2	RAD52	Undirected
ERCC2	GTF2H2	Undirected
Tnfsf14	LTBR	Undirected
MPST	HSPD1	Undirected
IGF2	IGF2R	Undirected
Tnfsf4	Tnfrsf4	Undirected
Tnfsf4	TNFSF4	Undirected
Tnfsf4	Tnfsf4	Undirected
CCL24	CCR3	Undirected
NUTF2	RAN	Undirected
NUTF2	NUTF2	Undirected
MYO1E	CBL	Undirected
CXCL5	IL8RB	Undirected
PDGFRA	PDGFB	Undirected
PDGFRA	PDGFA	Undirected
TRAP1	TNFRSF1A	Undirected
TRAP1	PINK1	Undirected
FGF3	FGFR2	Undirected
POU3F1	Hmgb2	Undirected
BMPR2	Bmpr1b	Undirected
BMPR2	BMPR1A	Undirected
BMPR2	BMP4	Undirected
BMPR2	BMPR2	Undirected
CCR4	CCL17	Undirected
CCR4	CCL22	Undirected
HGFAC	MET	Undirected
Cyhr1	Lgals3	Undirected
CBX1	SP100	Undirected
CBX1	LBR	Undirected
Eif4ebp1	EIF4E	Undirected
CCL3	CCR1	Undirected
CCL3	CCR3	Undirected
CCL3	CCR5	Undirected
FGR	PLAUR	Undirected
SEMA3A	NRP1	Undirected
Tnfrsf9	Tnfsf9	Undirected
CCL11	CXCR3	Undirected
CCL11	CCR3	Undirected
ERCC8	ERCC6	Undirected
CCL14	CCR1	Undirected
ZBTB6	NCOR2	Undirected
RIN1	ABL2	Undirected
RIN1	Ywhae	Undirected
Gsk3a	Akt1	Undirected
ANGPT1	TEK	Undirected
Myf6	TCF3	Undirected
FOSL1	XPA	Undirected
FGFR2	FGF1	Undirected
Raf1	Fkbp10	Undirected
PPP1R7	Ppp1ca	Undirected
TNFSF18	TNFSF18	Undirected
TNFSF18	TNFRSF18	Undirected
Pias2	ESR2	Undirected
CD5	HNRNPU	Undirected
PLAUR	LYN	Undirected
PLAUR	Fyn	Undirected
PLAUR	HCK	Undirected
PLAUR	JAK1	Undirected
A2M	APP	Undirected
TNFSF8	TNFRSF8	Undirected
IFNAR1	TYK2	Undirected
IFNAR1	IFNA8	Undirected
IFNAR1	JAK1	Undirected
Gzmb	CASP3	Undirected
Lif	Lifr	Undirected
FGF7	FGFR3	Undirected
FGF7	FGFR2	Undirected
RBL1	HDAC1	Undirected
RBL1	TFDP1	Undirected
RBL1	TFDP2	Undirected
Hmga1	SPI1	Undirected
TGFBR2	TGFBR3	Undirected
TGFBR2	ACVRL1	Undirected
TGFBR2	TGFBR2	Undirected
INHBA	Acvr2a	Undirected
INHBA	ACVR1B	Undirected
Ncf4	NCF2	Undirected
Ncf4	Ncf1	Undirected
NR2F1	ESR1	Undirected
SNRPA1	SF3A3	Undirected
TFDP1	E2F2	Undirected
TFDP1	RB1	Undirected
TFDP1	E2F4	Undirected
TFDP1	E2F3	Undirected
Csf3	CSF3R	Undirected
Sin3b	Mxd1	Undirected
CCR7	CCL19	Undirected
Nr1h2	RXRA	Undirected
OSM	IL6ST	Undirected
OSM	LIFR	Undirected
Pkia	Prkaca	Undirected
CCR3	CCL4	Undirected
CCR3	CCL5	Undirected
CCR3	CXCL10	Undirected
CCR3	CCL26	Undirected
CCR3	CXCL9	Undirected
CCR3	CXCL11	Undirected
CCR3	CCL15	Undirected
IL15RA	IL15	Undirected
HSPD1	HSP90AA1	Undirected
HSPD1	HSPA1A	Undirected
CCR5	CCL4	Undirected
CCR5	CCL2	Undirected
CCR5	CCL8	Undirected
CCR5	CCL11	Undirected
SNTB1	DMD	Undirected
Il11	Il11ra1	Undirected
TAP2	HLA-E	Undirected
Ghr	Shc1	Undirected
GAST	Irs1	Undirected
GAST	CCKBR	Undirected
Tpm2	Jun	Undirected
Fgf8	Fgfr3	Undirected
SFRS1	U2AF2	Undirected
Tpm1	Jun	Undirected
CXCL9	CXCR3	Undirected
CCR2	CCL2	Undirected
IL11	IL6ST	Undirected
IL11	IL11RA	Undirected
Ephb1	GRB2	Undirected
Ephb1	Grb10	Undirected
CXCL11	CXCR3	Undirected
Hmgb2	NR3C1	Undirected
Cdkn2a	Ccng1	Undirected
Cdkn2a	MDM2	Undirected
Cdkn2a	CDKN2AIP	Undirected
CDKN2A	E2F1	Undirected
CDKN2A	UBE2A	Undirected
CDKN2A	MDM2	Undirected
TBK1	HSP90AA1	Undirected
TBK1	AZI2	Undirected
RAD9A	PCNA	Undirected
RAD9A	TOPBP1	Undirected
BCL7A	RELB	Undirected
619916	Igl-V1	Undirected
CRKL	CRKL	Undirected
PYCARD	PYCARD	Undirected
BCL10	RPS27A	Undirected
POLR2E	GTF2B	Undirected
VAV1	CBL	Undirected
Stx1a	Snap25	Undirected
KRT8	DSP	Undirected
PPARA	RXRA	Undirected
RIPK1	TNFRSF1A	Undirected
RIPK1	FAS	Undirected
JAK1	GRB2	Undirected
JAK1	IL6ST	Undirected
FAS	FADD	Undirected
FAS	FAS	Undirected
MAPK8	HRAS	Undirected
Mapk1	PTPN7	Undirected
SLC9A3R2	Rdx	Undirected
ITPR1	AKT1	Undirected
GTF2H2	ERCC8	Undirected
GTF2H2	GTF2H5	Undirected
HMGA1	ORC2L	Undirected
DLAT	DLAT	Undirected
TAF10	TAF12	Undirected
TAF10	TAF13	Undirected
IRAK1	IL1R1	Undirected
IRAK1	Il1rap	Undirected
ADAR	ADAR	Undirected
ADAR	UPF1	Undirected
HNRNPM	TNPO1	Undirected
LBP	CD14	Undirected
TAF1C	TBP	Undirected
RAB11A	RAB11FIP2	Undirected
DSP	Krtap5-1	Undirected
DSP	KRT6A	Undirected
DSP	Vim	Undirected
DSP	Krt34	Undirected
IHPK2	HSP90AA1	Undirected
Pafah1b1	Ndel1	Undirected
Vim	Vim	Undirected
RUVBL1	CTNNB1	Undirected
RUVBL1	RUVBL2	Undirected
RUVBL1	HTATIP	Undirected
CREB1	CREBBP	Undirected
ATF4	FOS	Undirected
ATF4	FOSL1	Undirected
DDX17	ZFP36	Undirected
DDX17	Zc3hav1	Undirected
FLT3LG	FLT3LG	Undirected
EXOSC3	DDX17	Undirected
EXOSC3	Zc3hav1	Undirected
PPP2R5D	CDC25C	Undirected
POR	CYCS	Undirected
Traf6	Ikbkg	Undirected
UCHL3	RPS27A	Undirected
LEF1	CTNNB1	Undirected
Phc1	Phc1	Undirected
CBX1	MKI67	Undirected
CBX1	C11orf30	Undirected
Abi1	Diap3	Undirected
Hsp90ab1	Ahr	Undirected
Hprt1	Hprt1	Undirected
Dlg4	Erbb4	Undirected
RAB5A	Rabac1	Undirected
PPM1G	SNRPA	Undirected
PPM1G	RPS3A	Undirected
HSPA4	REL	Undirected
HSPA4	NFKB1	Undirected
NDEL1	Pafah1b1	Undirected
NDEL1	NDEL1	Undirected
Ndel1	Ndel1	Undirected
NFE2L2	RARA	Undirected
ATG7	SIRT1	Undirected
DPP4	PTPRC	Undirected
RAB11FIP2	RAB11FIP2	Undirected
GFRA3	ARTN	Undirected
EPHB2	EPHB2	Undirected
GRB7	PTPN11	Undirected
MAP2	PRKAR2A	Undirected
PDIA3	PDIA3	Undirected
TLX1	PPP2R5A	Undirected
ARTN	ARTN	Undirected
Lifr	Ctf1	Undirected
Hgs	Snap25	Undirected
Hgs	Hgs	Undirected
Epha4	Fyn	Undirected
Mxi1	Sin3b	Undirected
Rab6ip1	Rab6	Undirected
Ghr	Stat3	Undirected
Ghr	Stat5b	Undirected
SUMO1	RANGAP1	Undirected
Ikbkg	Ikbkg	Undirected
Ikbkg	RPS27A	Undirected
Trrap	Atxn7	Undirected
NIPBL	KIAA0892	Undirected
Gcn5l2	Trrap	Undirected
WIPF1	NCK1	Undirected
WIPF1	296936	Undirected
296936	CDC42	Undirected
296936	NCK1	Undirected
ITGA1	ITGB1	Undirected
RPS27A	RNF5	Undirected
RPS27A	MICA	Undirected
RPS27A	ERBB4	Undirected
RPS27A	NFKBIA	Undirected
RPS27A	MXD1	Undirected
RPS27A	UBE2A	Undirected
RPS27A	AKT1	Undirected
RPS27A	MYC	Undirected
RPS27A	LRP6	Undirected
CDKN3	CDK2	Undirected
MICA	B2M	Undirected
PPP1CA	RB1	Undirected
DMD	SNTA1	Undirected
Ctcfl	Prmt7	Undirected
RPS27A	USP2	Undirected
ATG5	SIRT1	Undirected
PTPN22	PRKCD	Undirected
PTPN22	PTPN22	Undirected
Bmf	Bcl2a1a	Undirected
TTN	TTN	Undirected
RABGEF1	RABEP1	Undirected
CD274	Pdcd1	Undirected
UBE2I	RANGAP1	Undirected
UBE2I	RUVBL1	Undirected
UBE2I	SUMO1	Undirected
PPARG	PPARG	Undirected
Nr2c1	Sumo1	Undirected
Nr2c1	Ube2i	Undirected
Nr2c1	Nrip1	Undirected
Nr2c1	Pml	Undirected
NEDD8	UBE2D2	Undirected
SENP2	SUMO1	Undirected
SENP2	SUMO2	Undirected
Nlgn2	Nlgn2	Undirected
WARS	WARS	Undirected
TNFRSF18	TNFRSF18	Undirected
PRKDC	RPA2	Undirected
RAB2A	Gdi2	Undirected
CFLAR	DAXX	Undirected
RAD51L3	XRCC2	Undirected
EGFR	GRB2	Undirected
EGFR	EGFR	Undirected
FN1	FN1	Undirected
TP53	CDC2	Undirected
TP53	EP300	Undirected
TP53	SETD7	Undirected
TP53	BRCA1	Undirected
TP53	TP53BP1	Undirected
TP53	UBE2I	Undirected
TP53	THRB	Undirected
TP53	MED1	Undirected
TP53	RPA1	Undirected
TP53	RRM2	Undirected
TP53	TP53BP2	Undirected
TP53	Mdm4	Undirected
TP53	Cdkn2a	Undirected
TP53	CDKN2A	Undirected
TP53	SUMO1	Undirected
TP53	RPS27A	Undirected
TP53	MDM2	Undirected
MAPT	AKT1	Undirected
MAPT	RPS27A	Undirected
Rbpj	Notch1	Undirected
HNF4A	Hnf1a	Undirected
MDM2	USP7	Undirected
MDM2	RB1	Undirected
MDM2	AR	Undirected
MDM2	MDM4	Undirected
MDM2	MDM2	Undirected
UBE3A	AR	Undirected
KCNMA1	Accn2	Undirected
TFDP2	RB1	Undirected
HDAC7	SFN	Undirected
LIMA1	CDH1	Undirected
CBY1	CTNNB1	Undirected
XCL1	XCL1	Undirected
IFNA1	IFNAR2	Undirected
Psmd10	PSMC4	Undirected
SDC3	SDC3	Undirected
PTPN23	CHMP4B	Undirected
VPS26A	VPS35	Undirected
VPS26A	VPS29	Undirected
GTF2H5	ERCC3	Undirected
Mtss1	Mtss1	Undirected
Nanog	Pou5f1	Undirected
Nanog	Nanog	Undirected
Nanog	Btbd14b	Undirected
Nanog	Zmym2	Undirected
HIST1H4A	TAF9	Undirected
BRCC3	CCDC98	Undirected
BRCC3	UIMC1	Undirected
ARFGEF1	NCL	Undirected
SMARCA2	PRPF6	Undirected
CFTR	Cftr	Undirected
RECQL	RECQL	Undirected
Snai2	Ahr	Undirected
Zc3hav1	EXOSC5	Undirected
Zc3hav1	DDX5	Undirected
Gja1	Efnb1	Undirected
MORF4L1	MORF4L1	Undirected
MORF4L1	MRFAP1L1	Undirected
SDC4	SDC3	Undirected
SDC4	SDC4	Undirected
YARS2	YARS2	Undirected
RBM17	SF1	Undirected
TNPO1	HNRNPA1	Undirected
NAMPT	NAMPT	Undirected
Pcsk7	Gdf11	Undirected
Gdf11	FURIN	Undirected
Gdf11	PCSK6	Undirected
RAD21	SMC3	Undirected
LCN2	MMP9	Undirected
PPP1R13L	PPP1R13L	Undirected
PDCD4	EIF4A1	Undirected
PDK1	PDK1	Undirected
RAB21	RABGEF1	Undirected
Acd	Pot1a	Undirected
Pot1a	ACD	Undirected
SUPT5H	CDK9	Undirected
F11	F11	Undirected
PDHX	DLD	Undirected
AQP1	AQP1	Undirected
TAF7	CCNT1	Undirected
TAF7	SETD7	Undirected
Gimap5	Bcl2	Undirected
Gimap5	BCL2L1	Undirected
Gimap5	BCL2L11	Undirected
POT1	Acd	Undirected
POT1	ACD	Undirected
ACD	Pot1b	Undirected
TUBG1	TUBG1	Undirected
TLR3	TLR3	Undirected
ABCG2	ABCG2	Undirected
ATN1	ZNF608	Undirected
CTNNA1	Lima1	Undirected
Spsb2	MET	Undirected
Spsb2	PAWR	Undirected
Myocd	RELA	Undirected
VEGFB	VEGFB	Undirected
Gimap3	BAD	Undirected
Gimap3	Bcl2	Undirected
Gimap3	BAK1	Undirected
Gimap3	BAX	Undirected
Gimap3	BCL2L11	Undirected
NR2F2	GATA2	Undirected
CLCN5	CLCN5	Undirected
Dicer1	Dicer1	Undirected
Vcam1	Rdx	Undirected
Gimap4	BAX	Undirected
Ikbkb	Ikbkg	Undirected
Pot1b	Acd	Undirected
DAAM1	DAAM1	Undirected
PRKAR2B	PRKAR2B	Undirected
Ppp1r12a	Prkg1	Undirected
Rassf5	RAP1A	Undirected
STK16	Drg1	Undirected
Tnfsf18	Tnfrsf18	Undirected
Tnfsf18	Tnfsf18	Undirected
VPS36	RPS27A	Undirected
Nampt	Nampt	Undirected
FHIT	LEF1	Undirected
FHIT	CTNNB1	Undirected
FHIT	FHIT	Undirected
MC2R	MRAP	Undirected
MAD1L1	MAD2L1	Undirected
Tbk1	Zbp1	Undirected
Zbp1	Zbp1	Undirected
Dusp1	Mapk14	Undirected
PAWR	Spsb1	Undirected
GAD1	GAD1	Undirected
FCHO2	FCHO2	Undirected
Shc1	Shc1	Undirected
PPBP	IL8RA	Undirected
UMPS	UMPS	Undirected
PRNP	PRNP	Undirected
Dvl2	DAAM1	Undirected
Dvl2	Dvl2	Undirected
Itpr1	AKT1	Undirected
Ube2g2	AMFR	Undirected
VWF	VWF	Undirected
Zfp281	Nanog	Undirected
ERBB4	RPS27A	Undirected
UBE2D3	RNF25	Undirected
DGKD	DGKD	Undirected
IAPP	IAPP	Undirected
Supt3h	Atxn7	Undirected
Spsb4	PAWR	Undirected
CLCNKA	CLCNKA	Undirected
FOXP2	FOXP2	Undirected
Irf3	Zbp1	Undirected
C20orf20	MORF4L1	Undirected
ISG15	NEDD4	Undirected
F8	F8	Undirected
RUNX1T1	NCOR1	Undirected
Kcnd3	KCNIP1	Undirected
Gluld1	Gluld1	Undirected
Arl3	RP2	Undirected
FBN1	FBN1	Undirected
MRPS18B	RB1	Undirected
Wasf2	Abi1	Undirected
SRP9	SRP14	Undirected
CLEC4C	FCER1G	Undirected
Pias1	Nr2c1	Undirected
LCAT	APOA1	Undirected
LRRK2	LRRK2	Undirected
FOXO3	HIF1A	Undirected
Ndst1	Ext2	Undirected
ARL4D	KCNQ1	Undirected
CCNO	RPA2	Undirected
EP400	MYC	Undirected
RRM2B	TP53	Undirected
TP63	PPP1R13L	Undirected
TP63	TP53BP2	Undirected
Ralbp1	Rps27a	Undirected
Pycard	Pycard	Undirected
HLA-A	B2M	Undirected
CDKN2AIP	CDKN2A	Undirected
Fcho2	Fcho2	Undirected
HBA1	HBE1	Undirected
HBA1	HBA1	Undirected
TP53BP2	TP73	Undirected
RORA	RUVBL1	Undirected
HBB	HBA1	Undirected
HBB	HBB	Undirected
FMR1	FMR1	Undirected
MRAP	MRAP	Undirected
ERBB3	NRG1	Undirected
TBKBP1	TBK1	Undirected
Pcsk5	Gdf11	Undirected
AKAP13	Prkar2a	Undirected
Sall4	Nanog	Undirected
FANCI	RPS27A	Undirected
FANCI	FANCD2	Undirected
MYC	MXI1	Undirected
