Source Node	Target Node	Interaction Type
ATF7IP	FLT4	Undirected
PTN	PIAS4	Undirected
PTN	PTN	Undirected
PTN	CHD3	Undirected
PTN	FEZ1	Undirected
PTN	GPRASP2	Undirected
Prkar2a	Prkar2a	Undirected
FGFR3	FGF1	Undirected
EXO1	PMS2	Undirected
EXO1	MLH1	Undirected
RALBP1	AP2M1	Undirected
RALBP1	AP2A2	Undirected
RAP1GAP	RAP1GAP	Undirected
RAP1GAP	RAP1B	Undirected
Gmnn	Hoxc8	Undirected
Gmnn	Hoxa7	Undirected
Gmnn	Hoxc9	Undirected
Gmnn	Scmh1	Undirected
Gmnn	Hoxd10	Undirected
Gmnn	Hoxa10	Undirected
Gmnn	Phc1	Undirected
Gmnn	Msx1	Undirected
Gmnn	Hoxa11	Undirected
Msx2	Maged1	Undirected
Cd2ap	Pkd2	Undirected
ITK	KPNA2	Undirected
ITK	PLCG1	Undirected
ITK	HNRNPK	Undirected
ITK	LAT	Undirected
ITK	LCP2	Undirected
RANBP1	RAN	Undirected
SFRS3	HNRNPK	Undirected
Rab8b	Pex5l	Undirected
TNFRSF10B	TNFSF10	Undirected
DYNLT1	VDAC1	Undirected
Gtf2i	Pias2	Undirected
H3F3A	SUPT16H	Undirected
H3F3A	ASF1A	Undirected
H3F3A	ASF1B	Undirected
H3F3A	CREBBP	Undirected
H3F3A	SMARCA5	Undirected
H3F3A	SMARCA4	Undirected
H3F3A	PCAF	Undirected
TGM1	RARRES3	Undirected
Dbnl	Fgd1	Undirected
Ctla4	Ctla4	Undirected
Ctla4	Jak2	Undirected
S100B	S100B	Undirected
Orc2l	Orc4l	Undirected
Orc2l	Orc3l	Undirected
Hmgb1	Tle1	Undirected
Hmgb1	Aes	Undirected
Plg	Bdnf	Undirected
S100A11	S100B	Undirected
S100A11	S100A11	Undirected
Mpz	Pmp22	Undirected
PTBP1	HNRNPL	Undirected
Ucn3	Il10rb	Undirected
Vamp8	Snap23	Undirected
Vamp8	Stx4a	Undirected
TIMP2	MMP2	Undirected
TIMP2	ITGA3	Undirected
TIMP2	MMP14	Undirected
XRN1	DCP1B	Undirected
XRN1	SPATA20	Undirected
XRN1	AP1G2	Undirected
XRN1	EXOSC10	Undirected
XRN1	STAM2	Undirected
XRN1	ZFP36	Undirected
XRN1	ALDOA	Undirected
XRN1	BAT3	Undirected
XRN1	PABPC4	Undirected
XRN1	SMARCD2	Undirected
XRN1	WAPAL	Undirected
XRN1	NDUFA13	Undirected
XRN1	EXOSC6	Undirected
XRN1	LSM4	Undirected
XRN1	CCT5	Undirected
XRN1	SKIV2L2	Undirected
XRN1	EXOSC1	Undirected
XRN1	LDHA	Undirected
XRN1	HNRNPA1	Undirected
XRN1	EXOSC8	Undirected
XRN1	DOM3Z	Undirected
XRN2	EEF1A1	Undirected
XRN2	EXOSC10	Undirected
XRN2	EIF6	Undirected
XRN2	PSMA3	Undirected
XRN2	COMT	Undirected
XRN2	EIF3EIP	Undirected
XRN2	TARDBP	Undirected
XRN2	SCFD1	Undirected
XRN2	MOCS3	Undirected
XRN2	TOLLIP	Undirected
XRN2	EIF5A	Undirected
XRN2	TIPARP	Undirected
XRN2	EXOSC8	Undirected
XRN2	DOM3Z	Undirected
CD74	CD74	Undirected
Ptgs1	Ptgs1	Undirected
Tjp1	Gjc1	Undirected
Tjp1	Tjp2	Undirected
CTNNBIP1	CTNNB1	Undirected
CTNNBIP1	JUP	Undirected
HFE	HFE	Undirected
Rhpn1	Ropn1	Undirected
Rhpn1	Rgnef	Undirected
TPD52L1	TPD52L1	Undirected
TPD52L1	TPD52L2	Undirected
TPD52L1	MAL2	Undirected
Napa	Stx1a	Undirected
Itpr1	Txndc4	Undirected
IRS1	PIK3R2	Undirected
IRS1	IRS1	Undirected
IRS1	YWHAE	Undirected
UROS	UROS	Undirected
Tdgf1	Wnt11	Undirected
RTN4	BCL2L1	Undirected
Epas1	Vhlh	Undirected
Arih1	Ube2l3	Undirected
Argbp2	Dlgap4	Undirected
Argbp2	Dlgap1	Undirected
Argbp2	Dlgap3	Undirected
BARD1	IKBKAP	Undirected
BARD1	TCERG1	Undirected
BARD1	SETDB1	Undirected
BARD1	HTATIP	Undirected
BARD1	PIAS4	Undirected
BARD1	PTN	Undirected
BARD1	BRD7	Undirected
BARD1	ING5	Undirected
BARD1	GIT1	Undirected
BARD1	BRCA1	Undirected
BARD1	CHD3	Undirected
BARD1	FEZ1	Undirected
BARD1	KBTBD7	Undirected
BARD1	XRCC6	Undirected
BARD1	MYST2	Undirected
BARD1	HAP1	Undirected
BARD1	GPRASP2	Undirected
Ncam1	Ncam1	Undirected
RASA1	AURKA	Undirected
RASA1	EGFR	Undirected
Grid2	Shank2	Undirected
Grid2	Gopc	Undirected
GP1BB	GP1BA	Undirected
IRAK3	IRAK3	Undirected
IRAK3	TRAF6	Undirected
IRAK3	MYD88	Undirected
APCS	APCS	Undirected
Gfer	Gfer	Undirected
THBD	F2	Undirected
PKM2	PKM2	Undirected
SMAD1	PIGQ	Undirected
SMAD1	NOTCH2	Undirected
SMAD1	MLL2	Undirected
SMAD1	ZDHHC3	Undirected
SMAD1	SMURF1	Undirected
SMAD1	PUM1	Undirected
SMAD1	PSMD1	Undirected
SMAD1	SOX5	Undirected
SMAD1	MKL2	Undirected
SMAD1	EWSR1	Undirected
SMAD1	CAMSAP1	Undirected
SMAD1	SMARCE1	Undirected
SMAD1	AP2A2	Undirected
SMAD1	LEMD3	Undirected
SMAD1	PSMD11	Undirected
SMAD1	SMAD5	Undirected
SMAD1	SMURF2	Undirected
SMAD1	TTF1	Undirected
SMAD1	ZNF510	Undirected
SMAD1	NEDD9	Undirected
SMAD1	PIAS4	Undirected
SMAD1	ZEB2	Undirected
SMAD1	ICK	Undirected
SMAD1	SNRP70	Undirected
SMAD1	MGA	Undirected
SMAD1	PIAS1	Undirected
SMAD1	XPC	Undirected
SMAD1	SKIL	Undirected
SMAD1	SF3B1	Undirected
SMAD1	SMAD1	Undirected
SMAD1	SMAD4	Undirected
SMAD1	VPS24	Undirected
SMAD1	NEDD4	Undirected
SMAD1	GMEB1	Undirected
SMAD1	AKR1B1	Undirected
SMAD1	HBP1	Undirected
SMAD1	ZNF76	Undirected
SMAD1	INPP4A	Undirected
SMAD1	STARD13	Undirected
SMAD1	RFX1	Undirected
SMAD1	ZSCAN4	Undirected
SMAD1	MBD1	Undirected
SMAD1	PSMB4	Undirected
SMAD1	TCF20	Undirected
SMAD1	ANKRD27	Undirected
Cacna1c	Cacna2d1	Undirected
LMNA	KIAA0133	Undirected
PFN1	PFN1	Undirected
CD40LG	CD40LG	Undirected
ZDHHC17	GAD2	Undirected
ZDHHC17	SYT1	Undirected
ZDHHC17	DLG4	Undirected
MAPK10	JUN	Undirected
SMN1	SMN1	Undirected
SMN1	SNRPB	Undirected
Kcna2	Kcnab2	Undirected
Kcna2	Kcna2	Undirected
ITGB5	ITGAV	Undirected
ITGB5	MYO10	Undirected
CNTF	CNTF	Undirected
KIF11	KIF11	Undirected
ACPP	ACPP	Undirected
ACTN1	ACTN1	Undirected
Camk2a	Camk2a	Undirected
SNW1	SMAD3	Undirected
SNW1	NOTCH1	Undirected
SNW1	SMAD2	Undirected
POP7	RPP25	Undirected
POP7	RPPH1	Undirected
POP7	SMN1	Undirected
POP7	HSPB1	Undirected
TRADD	NGFR	Undirected
Eif2ak3	Nfe2l1	Undirected
Eif2ak3	Nfe2l2	Undirected
PLK1	CCNB1	Undirected
Dok2	Lyn	Undirected
Dok2	Nck1	Undirected
Dok2	Rasa1	Undirected
Dok2	Egfr	Undirected
Dok2	Tek	Undirected
Dok2	Ret	Undirected
Synj2bp	Ralbp1	Undirected
Synj2bp	Acvr2b	Undirected
Tyms	Tyms	Undirected
Hdac1	Hdac1	Undirected
Hdac1	Rbbp7	Undirected
PCNA	BAZ1B	Undirected
RIMS1	Ywhab	Undirected
RIMS1	Cacna1c	Undirected
RIMS1	Ppfia4	Undirected
RIMS1	Cacna1b	Undirected
RIMS1	Snap25	Undirected
RIMS1	Ywhah	Undirected
RIMS1	Syt1	Undirected
GNAI2	IL8RA	Undirected
POLR2C	POLR2C	Undirected
POLR2C	POLR2A	Undirected
POLR2C	POLR2B	Undirected
NOS3	NOS3	Undirected
TERF1	NME2	Undirected
SPRY2	CBLB	Undirected
Traip	Traf1	Undirected
Lmna	Sfrs2	Undirected
Lmna	Eftud2	Undirected
STAT5A	STAT5A	Undirected
STAT5A	NMI	Undirected
Cxcl2	Cxcl2	Undirected
HIST3H3	ASF1A	Undirected
HTRA2	APP	Undirected
VPS28	TSG101	Undirected
Myoz1	Actn2	Undirected
Myoz1	Tcap	Undirected
Myoz1	Ppp3ca	Undirected
SH3GL1	SH3KBP1	Undirected
Rap1b	Rapgef4	Undirected
C3	C3	Undirected
Grip1	Gria3	Undirected
Grip1	Grm4	Undirected
Grip1	Grm6	Undirected
Grip1	Grm7	Undirected
Grip1	Grip1	Undirected
Grip1	Grm3	Undirected
Grip1	Grip2	Undirected
H2-Ea	H2-DMa	Undirected
H2-Ea	H2-Ea	Undirected
Gata1	Med1	Undirected
Ager	Hmgb1	Undirected
Yeats4	Numa1	Undirected
RAF1	STK3	Undirected
RAF1	OIP5	Undirected
RAF1	RBL2	Undirected
RAF1	HSP90AA1	Undirected
RAF1	RAP1A	Undirected
RAF1	TIMM50	Undirected
RAF1	CPS1	Undirected
RAF1	RB1	Undirected
RAF1	PIN1	Undirected
RAF1	COPS3	Undirected
RAF1	YWHAB	Undirected
RAF1	YWHAZ	Undirected
RAF1	HRAS	Undirected
RAF1	MAP2K2	Undirected
RAF1	PKM2	Undirected
RAF1	RHEB	Undirected
Rpgrip1	Rpgrip1	Undirected
FCAR	FCAR	Undirected
LYPLA1	LYPLA1	Undirected
CDC5L	PLRG1	Undirected
CDC5L	CDKN1A	Undirected
CDC5L	MCM4	Undirected
CDC5L	MCM3	Undirected
CDC5L	ORC2L	Undirected
CDC5L	CDKN2A	Undirected
CDC5L	ORC1L	Undirected
CDC5L	MCM10	Undirected
S100A8	S100A8	Undirected
PRNP	HSPA5	Undirected
PRNP	CSNK2A2	Undirected
PRNP	CSNK2A1	Undirected
PRNP	CSNK2B	Undirected
PRNP	PLG	Undirected
PRNP	HSPD1	Undirected
CD99	KPNB1	Undirected
CD99	PPIA	Undirected
CD99	ANXA2	Undirected
CD99	TRIP13	Undirected
CD99	UBE2H	Undirected
PIP4K2B	PIP4K2B	Undirected
TPD52L2	TPD52L2	Undirected
TPD52L2	MAL2	Undirected
Emid1	Emid2	Undirected
Emid1	Emid1	Undirected
LHCGR	LHCGR	Undirected
LHCGR	SLC9A3R1	Undirected
ALDH2	ALDH2	Undirected
Fbxw7	Notch1	Undirected
TRPC3	VAMP2	Undirected
TRPC3	NAPA	Undirected
PEX3	PEX19	Undirected
Dmd	Dmd	Undirected
Dmd	Sgcd	Undirected
Dmd	Sgca	Undirected
Dmd	Sgcb	Undirected
Dmd	Sgcg	Undirected
Dmd	Snta1	Undirected
Cldn11	Tspan3	Undirected
Zfp369	Zfp110	Undirected
PKD1	CTNNB1	Undirected
Ednra	Yes1	Undirected
NAE1	TP53BP2	Undirected
NAE1	UBA3	Undirected
NAE1	APP	Undirected
PTK2	GRB2	Undirected
DLG1	DLGAP1	Undirected
DLG1	DLGAP1	Undirected
DLG1	DLGAP2	Undirected
DLG1	MRPS34	Undirected
MCM4	MCM4	Undirected
Mef2c	Ncoa2	Undirected
AKT1	YBX1	Undirected
MCM2	MCM3	Undirected
MCM2	MCM6	Undirected
MCM2	MCM5	Undirected
MCM2	MCM10	Undirected
EXOSC5	NUP210	Undirected
EXOSC5	ZNF558	Undirected
EXOSC5	LSM5	Undirected
EXOSC5	EXOSC1	Undirected
EXOSC5	CDK5RAP1	Undirected
EXOSC5	EXOSC8	Undirected
EXOSC5	LIPG	Undirected
EXOSC5	PKM2	Undirected
EXOSC5	SFPQ	Undirected
SAT2	SAT2	Undirected
GPSM2	GPSM2	Undirected
GPSM2	GNAI1	Undirected
RPS6KC1	PRDX3	Undirected
TSHR	TSHR	Undirected
FOS	MAFB	Undirected
FOS	JUN	Undirected
FOS	ATF4	Undirected
ATR	CHEK1	Undirected
ATR	TP53	Undirected
ATR	PML	Undirected
ATR	RHEB	Undirected
STK19	SF3B4	Undirected
STK19	SLC29A1	Undirected
STK19	POLR2G	Undirected
STK19	SP3	Undirected
STK19	PRAME	Undirected
APOE	CNTF	Undirected
HNRNPD	SAFB	Undirected
SORD	SORD	Undirected
CCND2	CDK4	Undirected
MYB	EP300	Undirected
TFPI	PRSS3	Undirected
Cdk5	Cdk5r1	Undirected
PEX12	PEX10	Undirected
PEX12	PEX19	Undirected
PEX12	PEX5	Undirected
PEX12	PEX5	Undirected
MCM6	MCM3	Undirected
MCM6	ORC6L	Undirected
MCM6	MCM6	Undirected
MCM6	MCM10	Undirected
Smad3	Col3a1	Undirected
Smad3	Col1a2	Undirected
Smad3	Erbb2ip	Undirected
Smad3	Myod1	Undirected
Smad3	Vdr	Undirected
Smad3	Pard3	Undirected
Smad3	Foxh1	Undirected
Smad3	Spnb2	Undirected
Smad3	Dvl1	Undirected
Pak3	Cdc42	Undirected
Pak3	Rac1	Undirected
Sytl4	Rab27a	Undirected
Meox1	Meox2	Undirected
Meox1	Pax1	Undirected
Meox1	Pax3	Undirected
XP_203796	Lamc1	Undirected
XP_203796	Lamb1-1	Undirected
GPSM3	FGFR3	Undirected
LGALS7	LGALS7	Undirected
CDC2	PKMYT1	Undirected
CDC2	CCNA2	Undirected
CDC2	CCNB2	Undirected
CDC2	CCNB1	Undirected
SKP2	SKP1	Undirected
SKP2	SKP2	Undirected
APTX	XRCC1	Undirected
DPP4	DPP4	Undirected
PTPRN2	CKAP5	Undirected
PMAIP1	BCL2A1	Undirected
Snap25	Zdhhc17	Undirected
Snap25	Snap25	Undirected
Snap25	Zdhhc7	Undirected
Snap25	Zdhhc3	Undirected
Csk	Pag1	Undirected
Eln	Hspg2	Undirected
Eln	Nid1	Undirected
Eln	Fbln2	Undirected
RPA1	RPA2	Undirected
RPA1	RPA1	Undirected
RPA1	RPA3	Undirected
BACE1	ITM2C	Undirected
BACE1	PDIA3	Undirected
BACE1	RANBP9	Undirected
BACE1	BACE1	Undirected
BACE1	KHSRP	Undirected
BACE1	ATP1B1	Undirected
BACE1	PSAP	Undirected
PRMT5	PRMT5	Undirected
Bmp6	Chrdl2	Undirected
Bmp6	Sostdc1	Undirected
Sgcd	Sgcz	Undirected
Sgcd	Sgcd	Undirected
Sgcd	Sgcg	Undirected
GIPC1	NTRK1	Undirected
Gabrb2	Ppp3ca	Undirected
NFKB2	NFKB2	Undirected
NFKB2	BCL3	Undirected
Theg	Cct5	Undirected
Epor	Ptpn1	Undirected
Epor	Lyn	Undirected
Epor	Kit	Undirected
Epor	Crkl	Undirected
Epor	Pik3r1	Undirected
Epor	Jak2	Undirected
Epor	Stat5a	Undirected
Epor	Stat5b	Undirected
Amph	Amph	Undirected
Amph	Synj1	Undirected
Amph	Bin1	Undirected
Amph	Cltc	Undirected
Amph	Dnm1	Undirected
Amph	Ap2b1	Undirected
PPP2R1A	PPP2CA	Undirected
Ephx2	Ephx2	Undirected
RB1	NCOA6	Undirected
RB1	AR	Undirected
RB1	MAPK9	Undirected
RB1	BDP1	Undirected
RB1	RBBP7	Undirected
RB1	CDK4	Undirected
RB1	E2F1	Undirected
RB1	TBP	Undirected
RB1	DNMT1	Undirected
RB1	CCND1	Undirected
RB1	LMNA	Undirected
RB1	RB1	Undirected
RB1	HDAC1	Undirected
RB1	PPIA	Undirected
RB1	FRK	Undirected
RB1	LIN9	Undirected
RB1	BNC2	Undirected
RB1	ZBTB16	Undirected
RB1	CEBPE	Undirected
RB1	TMPO	Undirected
RB1	ATF2	Undirected
RB1	JARID1B	Undirected
RB1	SERPINB2	Undirected
RB1	PIK3R1	Undirected
RB1	JUN	Undirected
RB1	RBBP4	Undirected
RB1	CDK2	Undirected
RB1	PCAF	Undirected
RB1	GTF3C2	Undirected
RB1	SNAPC1	Undirected
RAN	TNPO1	Undirected
HDAC1	NFKBIA	Undirected
HDAC1	DAXX	Undirected
HDAC1	ZBTB16	Undirected
HDAC1	BCL3	Undirected
ARHGAP1	ARHGAP1	Undirected
ARHGAP1	CDC42	Undirected
SNAP29	SNAP29	Undirected
SUMO3	SENP1	Undirected
Il27	Il27ra	Undirected
HHEX	TLE1	Undirected
Jak1	Irs1	Undirected
Jak1	Stat3	Undirected
LGALS2	LGALS2	Undirected
M6PRBP1	RAB9A	Undirected
M6PRBP1	M6PR	Undirected
M6PRBP1	IGF2R	Undirected
SNRPF	SNRPG	Undirected
Apaf1	Cycs	Undirected
Apaf1	Apaf1	Undirected
Apaf1	Casp9	Undirected
DIABLO	LTBR	Undirected
DIABLO	DIABLO	Undirected
NME1	NME1	Undirected
FOXH1	SMAD3	Undirected
FOXH1	SMAD2	Undirected
Btg1	Prmt1	Undirected
BRAP	BRAP	Undirected
BRAP	HRAS	Undirected
Max	Mycn	Undirected
Max	Mycl1	Undirected
Max	Mxd4	Undirected
Max	Mxd3	Undirected
Max	Max	Undirected
Max	Mxd1	Undirected
Max	Mga	Undirected
Diap3	Apc	Undirected
Diap3	Mapre1	Undirected
IRAK4	PELI2	Undirected
RNPS1	NKTR	Undirected
RNPS1	ZFR	Undirected
RNPS1	FIP1L1	Undirected
RNPS1	TAF2	Undirected
Mdm2	Cdkn2a	Undirected
Mdm2	Mtbp	Undirected
Mdm2	Ccng1	Undirected
Mdm2	Rpl11	Undirected
Med30	Med30	Undirected
ARPC2	ACTR3	Undirected
ARPC2	ARPC4	Undirected
Homer1	Homer2	Undirected
Homer1	AAC53113	Undirected
Homer1	Homer3	Undirected
IL2RB	GNB2L1	Undirected
IL2RB	JAK1	Undirected
Apobec1	Apobec1	Undirected
Mx1	SP100	Undirected
Mx1	Cmklr1	Undirected
RXRB	RXRB	Undirected
BCAR1	PTK2	Undirected
Pacsin3	Pacsin3	Undirected
Grap2	Lcp2	Undirected
Grap2	Kit	Undirected
Grap2	Gab1	Undirected
Grap2	Stambp	Undirected
Grap2	Grap2	Undirected
Grap2	Map4k1	Undirected
Grap2	Usp8	Undirected
Grap2	Fyb	Undirected
Grap2	Blnk	Undirected
PLCG1	PLD2	Undirected
SRY	ZNF208	Undirected
Gria2	Nsf	Undirected
Gria2	Gria2	Undirected
Gria2	Rgs3	Undirected
Gria2	Grip2	Undirected
Gria2	Pick1	Undirected
LST1	KIAA1333	Undirected
Gabarapl2	Atg7	Undirected
SH3GLB2	SH3GLB2	Undirected
ITGA2	ITGB1	Undirected
ITGA2	ITGA2	Undirected
Tle1	Tle1	Undirected
Tle1	Lef1	Undirected
LYN	RGS16	Undirected
LYN	LYN	Undirected
LYN	PPP1R15A	Undirected
LYN	Myd116	Undirected
Cd3e	Cd3e	Undirected
Gpsm1	Gpsm1	Undirected
Fabp4	Fabp4	Undirected
PTK2B	TGFB1I1	Undirected
DEF6	RAC2	Undirected
DEF6	RHOA	Undirected
ARMCX2	ARMCX2	Undirected
GLUD1	GLUD1	Undirected
KCNMA1	HMOX2	Undirected
TAF12	ATF7	Undirected
DNAJC7	HUS1	Undirected
DNAJC7	RAD9A	Undirected
DNAJC7	DNAJC7	Undirected
Pacsin2	Pacsin3	Undirected
Pacsin2	Pacsin2	Undirected
Ccr3	Ccl3	Undirected
YWHAG	YWHAG	Undirected
Tpk1	Tpk1	Undirected
BRCA1	E2F4	Undirected
BRCA1	RBBP8	Undirected
BRCA1	RBBP7	Undirected
BRCA1	HDAC2	Undirected
BRCA1	CDK4	Undirected
BRCA1	E2F1	Undirected
BRCA1	NUFIP1	Undirected
BRCA1	CCND1	Undirected
BRCA1	ATR	Undirected
BRCA1	CDC2	Undirected
BRCA1	RB1	Undirected
BRCA1	HDAC1	Undirected
BRCA1	TP53	Undirected
BRCA1	SP1	Undirected
BRCA1	JUNB	Undirected
BRCA1	CCNB1	Undirected
BRCA1	LMO4	Undirected
BRCA1	POU2F1	Undirected
BRCA1	NFYA	Undirected
BRCA1	NMI	Undirected
BRCA1	ATF1	Undirected
BRCA1	CCNA1	Undirected
BRCA1	BRCA2	Undirected
BRCA1	JUN	Undirected
BRCA1	RAD51	Undirected
BRCA1	RBBP4	Undirected
BRCA1	FANCD2	Undirected
BRCA1	SMARCA4	Undirected
BRCA1	CDK2	Undirected
BRCA1	CHEK2	Undirected
BRCA1	JUND	Undirected
BRCA1	RAD50	Undirected
BRCA1	BRIP1	Undirected
BRCA1	CSNK2B	Undirected
Nr5a2	Nr0b1	Undirected
Cdkn1a	Cdc2a	Undirected
Cdkn1a	Cdk4	Undirected
Cdkn1a	Casp3	Undirected
Cdkn1a	Fkbpl	Undirected
BID	BNC1	Undirected
BID	BCL2A1	Undirected
BID	BCL2L2	Undirected
Fcgrt	Fcgrt	Undirected
PEX19	ABCD2	Undirected
PEX19	ABCD3	Undirected
Kif17	Grin2b	Undirected
Kif17	Cask	Undirected
SQSTM1	SQSTM1	Undirected
DLGAP1	DYNLL2	Undirected
DLGAP1	DYNLL1	Undirected
ETFB	ACADM	Undirected
ETFB	ETFA	Undirected
Ptk2	Itgb5	Undirected
Ptk2	Plcg1	Undirected
Ptk2	Ptk2	Undirected
Ptk2	Shc1	Undirected
Ptk2	Dcc	Undirected
Ptk2	Neo1	Undirected
Ptk2	Bcar1	Undirected
Ptk2	Grb2	Undirected
MAF	BACH1	Undirected
MAF	MAF	Undirected
MAF	MAFB	Undirected
IL10RA	JAK1	Undirected
ASL	ASL	Undirected
APLP1	EEF1A1	Undirected
APLP1	SETDB1	Undirected
APLP1	UTP14A	Undirected
APLP1	ING5	Undirected
APLP1	GDF9	Undirected
CLIC1	CLIC1	Undirected
CLIC1	LSM1	Undirected
CLIC1	C9orf75	Undirected
Bcl2	Bik	Undirected
Bcl2	Bcl2	Undirected
Bcl2	Bax	Undirected
Bcl2	Bid	Undirected
Bcl2	Bcl2l11	Undirected
Bcl2	Bad	Undirected
GADD45GIP1	GADD45A	Undirected
GADD45GIP1	GADD45G	Undirected
Hdac5	Ncor2	Undirected
Abi1	Enah	Undirected
Abi1	Abl1	Undirected
Sema6d	Enah	Undirected
Sema6d	Abl1	Undirected
PPIA	PPIA	Undirected
PPIA	PPP3CA	Undirected
PPIA	PPP3R1	Undirected
Zbtb33	Zbtb33	Undirected
NP_062289	NP_062289	Undirected
NP_062289	Trp53	Undirected
Ephb2	Sdc2	Undirected
Ephb2	Vav2	Undirected
CRYGS	CRYGS	Undirected
ARFGEF2	EXOC7	Undirected
CRX	NRL	Undirected
CD9	ITGA2	Undirected
CD9	ITGA3	Undirected
TP53	SP1	Undirected
TP53	HIF1A	Undirected
TP53	HMGB1	Undirected
TP53	TFAP2A	Undirected
TP53	ERCC3	Undirected
TP53	PIAS4	Undirected
TP53	BARD1	Undirected
TP53	ING1	Undirected
TP53	ING5	Undirected
TP53	TP53	Undirected
TP53	BLM	Undirected
TP53	PPP2CA	Undirected
TP53	NR3C1	Undirected
TP53	USP7	Undirected
TP53	CHD3	Undirected
TP53	GSK3B	Undirected
TP53	ING4	Undirected
TP53	SIN3A	Undirected
TP53	TXN	Undirected
TP53	TFAP2C	Undirected
TP53	XRCC6	Undirected
TP53	CREBBP	Undirected
TP53	SUMO1	Undirected
TP53	GPS2	Undirected
TP53	CR2	Undirected
TP53	AURKA	Undirected
TP53	UBE2I	Undirected
TP53	APEX1	Undirected
TP53	PTTG1	Undirected
Itga3	Itgb1	Undirected
Rpo1-2	Actb	Undirected
TRIM63	TRIM63	Undirected
SP100	ETS1	Undirected
Bok	Bcl2a1	Undirected
CSF1R	INPP5D	Undirected
CSF1R	INPPL1	Undirected
PIN1	MYT1	Undirected
PIN1	PKMYT1	Undirected
PIN1	CDC27	Undirected
PIN1	PLK1	Undirected
PIN1	TP73	Undirected
PIN1	TP73	Undirected
Hdac6	Plaa	Undirected
Hdac6	Vcp	Undirected
PPFIA2	GIT1	Undirected
YWHAE	RAF1	Undirected
PRKCZ	SQSTM1	Undirected
PRKCZ	PRKCZ	Undirected
PRKCZ	STAT3	Undirected
PRKCZ	MBP	Undirected
GSTA1	GSTA1	Undirected
Kif5a	Kif5c	Undirected
FYN	CD2	Undirected
FYN	IL7R	Undirected
FYN	HNRNPK	Undirected
FYN	FCER2	Undirected
FYN	CD247	Undirected
BLM	WRN	Undirected
BLM	TOP3A	Undirected
BLM	TERF2	Undirected
BLM	RAD51	Undirected
KHSRP	FOS	Undirected
KHSRP	IL2	Undirected
KHSRP	TNF	Undirected
KHSRP	JUN	Undirected
KHSRP	EXOSC2	Undirected
PML	ZFYVE9	Undirected
PML	SMAD2	Undirected
PML	SMAD3	Undirected
PML	TGFBR1	Undirected
PML	RPL11	Undirected
WRN	RPA1	Undirected
WRN	TP53	Undirected
WRN	TERF2	Undirected
ITGB3	ILK	Undirected
ITGB3	ITGAV	Undirected
ITGB3	SHC1	Undirected
ITGB3	MYO10	Undirected
CD2BP2	TXNL4A	Undirected
Pvrl3	Pvrl2	Undirected
Pvrl3	Pard3	Undirected
Pvrl3	Pvrl1	Undirected
CHMP4B	CHMP4C	Undirected
CHMP4B	PDCD6IP	Undirected
Ptch1	Ccnb1	Undirected
Icam5	Psen2	Undirected
Icam5	Psen1	Undirected
RBM23	PGR	Undirected
DSCAML1	MAGI3	Undirected
DSCAML1	PLCL2	Undirected
Brca2	Rad51	Undirected
SMAD4	PSG9	Undirected
SMAD4	RPL28	Undirected
SMAD4	TM9SF2	Undirected
SMAD4	XPO5	Undirected
SMAD4	UHRF2	Undirected
SMAD4	MAPK13	Undirected
SMAD4	PAPPA2	Undirected
SMAD4	ZMYM2	Undirected
SMAD4	DCP1B	Undirected
SMAD4	PSMD11	Undirected
SMAD4	SMAD5	Undirected
SMAD4	RALA	Undirected
SMAD4	UBE2I	Undirected
SMAD4	ZBED5	Undirected
SMAD4	FBLN1	Undirected
SMAD4	C16orf57	Undirected
SMAD4	SNRP70	Undirected
SMAD4	PIAS1	Undirected
SMAD4	TH1L	Undirected
SMAD4	JUNB	Undirected
SMAD4	MYOD1	Undirected
SMAD4	TDG	Undirected
SMAD4	CD59	Undirected
SMAD4	EEF1A1	Undirected
SMAD4	SMAD3	Undirected
SMAD4	ATF7IP	Undirected
SMAD4	SMAD4	Undirected
SMAD4	STUB1	Undirected
SMAD4	DCP1A	Undirected
SMAD4	PRPF40A	Undirected
SMAD4	RMND5B	Undirected
SMAD4	FN1	Undirected
SMAD4	SUMO1	Undirected
SMAD4	CNKSR1	Undirected
SMAD4	SMAD2	Undirected
SMAD4	HDLBP	Undirected
SMAD4	PSG2	Undirected
SMAD4	GPNMB	Undirected
SMAD4	HMG20A	Undirected
SMAD4	TCTA	Undirected
SMAD4	RFX1	Undirected
Snapc5	Jun	Undirected
Shcbp1	SHC1	Undirected
ABCD2	ABCD2	Undirected
Rps6ka1	Mapk1	Undirected
PPARD	BCL6	Undirected
PPARD	PPARD	Undirected
PPARD	HDAC7	Undirected
POLR2L	POLR2E	Undirected
POLR2L	POLR2C	Undirected
POLR2L	POLR2A	Undirected
POLR2L	POLR2B	Undirected
Frs2	Prkci	Undirected
Frs2	Sos1	Undirected
Frs2	Grb2	Undirected
Fntb	Fnta	Undirected
CCND3	CDKN1A	Undirected
CCND3	MCM10	Undirected
CDKN2A	PSMC3	Undirected
CDKN2A	HIF1A	Undirected
CDKN2A	WRN	Undirected
Lnx2	Lnx2	Undirected
Lnx2	Numb	Undirected
Lnx2	Numb	Undirected
Gch1	Gch1	Undirected
NFKBIA	NKIRAS1	Undirected
NFKBIA	DYNLL1	Undirected
NFKBIA	NFKB1	Undirected
Ndufa13	Stat3	Undirected
