Source Node	Target Node	Interaction Type
EFNA1	EPHA2	Undirected
EFNA1	EPHA7	Undirected
EFNA1	EPHA6	Undirected
FGA	FGA	Undirected
BAD	BCL2A1	Undirected
BAD	BCL2L2	Undirected
G6PD	G6PD	Undirected
Ring1	Rybp	Undirected
Ring1	Rnf2	Undirected
Ring1	Phc2	Undirected
ORC2L	MCM2	Undirected
ORC2L	ORC1L	Undirected
ORC2L	MCM10	Undirected
CHEK1	CDC25A	Undirected
ITGAV	ITGB1	Undirected
ITGAV	THBS1	Undirected
ITGAV	ITGB8	Undirected
ITGAV	ITGB6	Undirected
Stau1	Tuba1a	Undirected
Stau1	Mtap2	Undirected
Stau1	Ppp1cc	Undirected
Stau1	Ppp1ca	Undirected
Stau1	Ppp1cb	Undirected
RHOQ	WAS	Undirected
RHOQ	CDC42EP3	Undirected
RHOQ	CDC42EP2	Undirected
EIF4G2	NCBP1	Undirected
Tcfap2d	Tcfap2d	Undirected
VDR	NCOA1	Undirected
VDR	RXRA	Undirected
VDR	VDR	Undirected
VDR	GTF2B	Undirected
VDR	SMAD3	Undirected
VDR	CDK7	Undirected
Nos1	Nos1	Undirected
Nos1	Adra1b	Undirected
Nos1	Adra1a	Undirected
Nos1	Adra1d	Undirected
DGUOK	DGUOK	Undirected
MAX	MAX	Undirected
HAMP	SLC40A1	Undirected
ATP6V1G2	ATP6V1E1	Undirected
BAT3	NP_060346	Undirected
BAT3	UBL7	Undirected
BAT3	SGTA	Undirected
RANGAP1	RANGAP1	Undirected
RANGAP1	SUMO1	Undirected
RANGAP1	UBE2I	Undirected
Rad51ap1	Rad51	Undirected
TGM2	TGM2	Undirected
TGM2	KPNA4	Undirected
Ppp1r9b	Adra2c	Undirected
Ppp1r9b	Adra2b	Undirected
Tsg101	Cdkn1a	Undirected
Hoxb13	Meis1	Undirected
BBC3	BNC1	Undirected
BBC3	BCL2A1	Undirected
BBC3	BCL2L2	Undirected
MED20	MED18	Undirected
MED20	MED29	Undirected
EIF4E	EIF4G1	Undirected
EIF4E	MKNK1	Undirected
EIF4E	EIF4G1	Undirected
EIF4E	EIF4EBP1	Undirected
IL7	IL2RG	Undirected
IL7	IL7R	Undirected
Rnf2	Rybp	Undirected
Rnf2	Bmi1	Undirected
Rnf2	Phc1	Undirected
Rnf2	Pcgf2	Undirected
Rnf2	Phc2	Undirected
Gstm1	Gstm1	Undirected
Ctsb	Ctsb	Undirected
MYOZ3	FLNC	Undirected
PSME1	PSME1	Undirected
E2F1	HIST1H2AB	Undirected
E2F1	ZNF160	Undirected
E2F1	RBL2	Undirected
E2F1	SP1	Undirected
E2F1	CEBPE	Undirected
E2F1	DDB2	Undirected
E2F1	TFDP1	Undirected
ASF1A	ST13	Undirected
ASF1A	TAF1	Undirected
NME4	NME4	Undirected
HSP90AA1	HIF1A	Undirected
HSP90AA1	PPP5C	Undirected
HSP90AA1	ARNTL	Undirected
HSP90AA1	NPAS2	Undirected
Egr1	Egr1	Undirected
Htatip	Pitx2	Undirected
PICK1	PICK1	Undirected
PICK1	ACCN1	Undirected
PICK1	ACCN2	Undirected
PICK1	GRM7	Undirected
Ppp2cb	Igbp1	Undirected
TBP	TAF1C	Undirected
TBP	U13369	Undirected
TBP	DR1	Undirected
TBP	DRAP1	Undirected
TBP	GTF2B	Undirected
TBP	TAF1B	Undirected
TBP	TAF2	Undirected
TBP	TAF1A	Undirected
FNBP1	SNX2	Undirected
Lama1	Saa2	Undirected
Lama1	Saa1	Undirected
Lama1	Nid1	Undirected
Hsp90aa1	Aip	Undirected
Hsp90aa1	Fkbpl	Undirected
BCL11B	CBX5	Undirected
KHDRBS1	PIK3R1	Undirected
KHDRBS1	RASA1	Undirected
KHDRBS1	HNRNPK	Undirected
APOA2	APOA2	Undirected
Mobkl3	Eps15	Undirected
Mobkl3	Dnm1	Undirected
Pclo	Rapgef4	Undirected
Pclo	Rims2	Undirected
Meox2	Pax1	Undirected
Meox2	Pax3	Undirected
GLRX	MAP3K5	Undirected
DOT1L	MLLT10	Undirected
LIMS1	ILK	Undirected
LIMS1	TMSB4X	Undirected
LIMS1	NCK2	Undirected
Tef	Tef	Undirected
Sfpi1	Gata3	Undirected
Sfpi1	Crebbp	Undirected
Plk2	Sipa1l1	Undirected
Klra9	Klra9	Undirected
PCNA	CDKN1A	Undirected
PCNA	DDX17	Undirected
PCNA	RFC3	Undirected
PCNA	POLB	Undirected
PCNA	PRKDC	Undirected
PCNA	RFC2	Undirected
PCNA	POLD1	Undirected
PCNA	FEN1	Undirected
PCNA	PCNA	Undirected
PCNA	DNMT1	Undirected
PCNA	MYBBP1A	Undirected
PCNA	EXO1	Undirected
PCNA	UNG	Undirected
PCNA	LIG1	Undirected
PCNA	NONO	Undirected
PCNA	POLD2	Undirected
PCNA	MSH6	Undirected
PCNA	RFC5	Undirected
PCNA	APEX2	Undirected
PCNA	POLD3	Undirected
Ywhaq	Rem1	Undirected
RARA	ANP32A	Undirected
RARA	NCOA1	Undirected
RARA	RXRA	Undirected
RARA	COPS2	Undirected
RARA	SP1	Undirected
RARA	CDK7	Undirected
NTRK1	NGF	Undirected
NTRK1	FRS3	Undirected
NTRK1	FRS2	Undirected
NTRK1	NTRK1	Undirected
STAT1	Pias1	Undirected
STAT1	KIT	Undirected
STAT1	STAT1	Undirected
STAT1	PIAS1	Undirected
STAT1	NMI	Undirected
STAT1	CREBBP	Undirected
CCRL1	CCL25	Undirected
CCRL1	CCL19	Undirected
CCRL1	CXCL13	Undirected
CCRL1	CCL21	Undirected
BAT1	HNRPLL	Undirected
BAT1	DDX39	Undirected
BAT1	HIPK2	Undirected
BAT1	BAT1	Undirected
BAT1	RPS15A	Undirected
BAT1	DNAJC14	Undirected
UPF3B	UPF2	Undirected
XRCC4	XRCC4	Undirected
Aip	Ahr	Undirected
Aip	Hsp90ab1	Undirected
Hoxd12	Meis1	Undirected
CBL	BTK	Undirected
CBL	PIK3R2	Undirected
CBL	CRKL	Undirected
CBL	TYK2	Undirected
CBL	CBL	Undirected
CBL	PDGFRB	Undirected
CBL	SPRY2	Undirected
CBL	LYN	Undirected
CBL	FYN	Undirected
CBL	CD19	Undirected
CBL	SYK	Undirected
CBL	KRT18	Undirected
CBL	GRB2	Undirected
CBL	YWHAQ	Undirected
CBL	MYO1C	Undirected
CBL	YWHAB	Undirected
CBL	UBE2D2	Undirected
CBL	CRK	Undirected
CBL	YWHAZ	Undirected
CBL	EGFR	Undirected
Ccnf	Ccnb1	Undirected
H2-DMb2	H2-DMa	Undirected
ITGB7	EED	Undirected
CASP3	CASP3	Undirected
CASP3	RB1	Undirected
CASP3	CASP8	Undirected
CASP3	TXN	Undirected
Extl2	Extl2	Undirected
RPP14	RPP30	Undirected
RPP14	LIMD1	Undirected
RPP14	EXOSC8	Undirected
SIRT2	SIRT2	Undirected
NQO1	NQO1	Undirected
EHD1	SNAP29	Undirected
EHD1	IGF1R	Undirected
DHFR	DHFR	Undirected
MED27	MED19	Undirected
MED27	MED22	Undirected
MED27	MED30	Undirected
CAMK2B	ACTN4	Undirected
MAP4K2	MAP3K1	Undirected
KCNIP1	KCND2	Undirected
CHFR	CHFR	Undirected
HIF1A	ARNT2	Undirected
HIF1A	TP53	Undirected
HIF1A	ARNT	Undirected
CD80	CD80	Undirected
Cr2	C3	Undirected
MAGEH1	KPNA2	Undirected
MAGEH1	PIAS4	Undirected
H2-T22	H2-T22	Undirected
Ahcy	Ahcy	Undirected
DNMT1	HDAC2	Undirected
DNMT1	DMAP1	Undirected
ACTA1	GSN	Undirected
Grik5	Grid2	Undirected
FGF9	FGF9	Undirected
BNIPL	MIF	Undirected
BNIPL	BNIPL	Undirected
BNIPL	ARHGAP1	Undirected
BNIPL	GFER	Undirected
BNIPL	BNIP2	Undirected
Hcn2	Hcn2	Undirected
SH3KBP1	SH3GL2	Undirected
SH3KBP1	CBL	Undirected
SH3KBP1	GRB2	Undirected
Cd200	Cd200r1	Undirected
SHC1	NTRK1	Undirected
SHC1	NTRK1	Undirected
SHC1	AXL	Undirected
SHC1	GRB2	Undirected
SHC1	INPP5D	Undirected
SHC1	EGFR	Undirected
HNF4A	ACTN1	Undirected
HNF4A	PDCD10	Undirected
HNF4A	DHX35	Undirected
HNF4A	MRPS18B	Undirected
HNF4A	CUL2	Undirected
HNF4A	PEF1	Undirected
HNF4A	ZNF502	Undirected
HNF4A	CCL15	Undirected
HNF4A	ACBD6	Undirected
HNF4A	SUPT5H	Undirected
HNF4A	TCF12	Undirected
HNF4A	HLA-B	Undirected
HNF4A	GPKOW	Undirected
HNF4A	SPATA2	Undirected
HNF4A	ABCC6	Undirected
HNF4A	PDIA5	Undirected
HNF4A	PRR3	Undirected
HNF4A	HIST1H2BF	Undirected
HNF4A	CBS	Undirected
HNF4A	TAOK3	Undirected
HNF4A	HUNK	Undirected
HNF4A	IVNS1ABP	Undirected
HNF4A	GPT	Undirected
HNF4A	DSN1	Undirected
HNF4A	MAP7	Undirected
HNF4A	COX11	Undirected
HNF4A	CS	Undirected
HNF4A	MTTP	Undirected
HNF4A	C11orf10	Undirected
HNF4A	ANKRA2	Undirected
HNF4A	TRMT12	Undirected
HNF4A	SEMA3C	Undirected
HNF4A	AGXT2	Undirected
HNF4A	HIF1A	Undirected
HNF4A	MEPCE	Undirected
HNF4A	LAPTM4A	Undirected
HNF4A	NSL1	Undirected
HNF4A	TMPRSS11E	Undirected
HNF4A	PECI	Undirected
HNF4A	NOD2	Undirected
HNF4A	PINK1	Undirected
HNF4A	HIST1H2BB	Undirected
HNF4A	ABHD10	Undirected
HNF4A	CDKL3	Undirected
HNF4A	CAP1	Undirected
HNF4A	JMJD5	Undirected
HNF4A	CYP4F3	Undirected
HNF4A	STAMBP	Undirected
HNF4A	P2RY14	Undirected
HNF4A	ADPRHL1	Undirected
HNF4A	JUNB	Undirected
HNF4A	TIMM17B	Undirected
HNF4A	CCNT1	Undirected
HNF4A	EHD3	Undirected
HNF4A	NEDD8	Undirected
HNF4A	IGF1	Undirected
HNF4A	MEF2B	Undirected
HNF4A	ZNF175	Undirected
HNF4A	KLC4	Undirected
HNF4A	PHTF1	Undirected
HNF4A	FCAMR	Undirected
HNF4A	CHMP1B	Undirected
HNF4A	RAB1B	Undirected
HNF4A	NUAK2	Undirected
HNF4A	PPP2R3C	Undirected
HNF4A	TMEM187	Undirected
HNF4A	CD46	Undirected
HNF4A	CCNE1	Undirected
HNF4A	THEM2	Undirected
HNF4A	CEBPB	Undirected
HNF4A	PCYT1A	Undirected
HNF4A	NDFIP1	Undirected
HNF4A	GNL3	Undirected
HNF4A	RPL41	Undirected
HNF4A	CCDC53	Undirected
HNF4A	S100A9	Undirected
HNF4A	C2orf43	Undirected
HNF4A	APOM	Undirected
HNF4A	COX7A2	Undirected
HNF4A	CHD1L	Undirected
HNF4A	KBTBD7	Undirected
HNF4A	WDR12	Undirected
HNF4A	SFRS2	Undirected
HNF4A	STYXL1	Undirected
HNF4A	CCDC94	Undirected
HNF4A	DMC1	Undirected
HNF4A	HADHB	Undirected
HNF4A	CCDC41	Undirected
HNF4A	CTNNBL1	Undirected
HNF4A	HYAL3	Undirected
HNF4A	RIOK1	Undirected
HNF4A	ZNF281	Undirected
HNF4A	SNX5	Undirected
HNF4A	USPL1	Undirected
HNF4A	PSMD8	Undirected
HNF4A	ZSCAN12	Undirected
HNF4A	DEDD	Undirected
HNF4A	MFSD1	Undirected
HNF4A	NUDT11	Undirected
HNF4A	SPCS2	Undirected
HNF4A	TBC1D17	Undirected
HNF4A	ATPBD4	Undirected
HNF4A	WASL	Undirected
HNF4A	RRM1	Undirected
HNF4A	HISPPD1	Undirected
HNF4A	DCLRE1B	Undirected
HNF4A	MT1X	Undirected
HNF4A	PWP1	Undirected
HNF4A	PTPRG	Undirected
HNF4A	PPIL1	Undirected
HNF4A	ADCY7	Undirected
HNF4A	FBXL7	Undirected
HNF4A	ZNF225	Undirected
HNF4A	ERCC5	Undirected
HNF4A	ZMYM5	Undirected
HNF4A	METAP2	Undirected
HNF4A	SON	Undirected
HNF4A	ATF4	Undirected
HNF4A	GNS	Undirected
HNF4A	OGFR	Undirected
HNF4A	REPIN1	Undirected
HNF4A	ING3	Undirected
HNF4A	DNAL1	Undirected
HNF4A	ADH6	Undirected
HNF4A	CCNG2	Undirected
HNF4A	AHSA1	Undirected
HNF4A	TSNAXIP1	Undirected
HNF4A	PPP1R11	Undirected
HNF4A	PODXL	Undirected
HNF4A	DDOST	Undirected
HNF4A	SUPT16H	Undirected
HNF4A	EGLN2	Undirected
HNF4A	KCNN2	Undirected
HNF4A	KPNB1	Undirected
HNF4A	ANPEP	Undirected
HNF4A	CES2	Undirected
HNF4A	SAP18	Undirected
HNF4A	SIRT2	Undirected
HNF4A	C14orf100	Undirected
HNF4A	GAS1	Undirected
HNF4A	SNRPA	Undirected
HNF4A	MTF1	Undirected
HNF4A	SNX11	Undirected
HNF4A	ANKZF1	Undirected
HNF4A	SMARCE1	Undirected
HNF4A	SLC38A1	Undirected
HNF4A	MTMR2	Undirected
HNF4A	RABGEF1	Undirected
HNF4A	LRRC40	Undirected
HNF4A	POLB	Undirected
HNF4A	RAD17	Undirected
HNF4A	FEM1C	Undirected
HNF4A	CDC23	Undirected
HNF4A	DCTN4	Undirected
HNF4A	DPM2	Undirected
HNF4A	TBC1D15	Undirected
HNF4A	NPAT	Undirected
HNF4A	DIABLO	Undirected
HNF4A	SERTAD3	Undirected
HNF4A	SYMPK	Undirected
HNF4A	REXO2	Undirected
HNF4A	NR1I2	Undirected
HNF4A	TNFRSF11B	Undirected
HNF4A	PI4KB	Undirected
HNF4A	CHCHD8	Undirected
HNF4A	ACY1	Undirected
HNF4A	C12orf11	Undirected
HNF4A	C6orf35	Undirected
HNF4A	ITGA6	Undirected
HNF4A	YWHAB	Undirected
HNF4A	GSTCD	Undirected
HNF4A	FIG4	Undirected
HNF4A	THRAP3	Undirected
HNF4A	LPGAT1	Undirected
HNF4A	IPO8	Undirected
HNF4A	AP2A1	Undirected
HNF4A	PEX12	Undirected
HNF4A	ABCF3	Undirected
HNF4A	UXT	Undirected
HNF4A	UCHL5	Undirected
HNF4A	LARP4	Undirected
HNF4A	TIMM9	Undirected
HNF4A	ALDH5A1	Undirected
HNF4A	TXNL4B	Undirected
HNF4A	BRAP	Undirected
HNF4A	ROCK1	Undirected
HNF4A	ZNF644	Undirected
HNF4A	C9orf64	Undirected
HNF4A	MTF2	Undirected
HNF4A	CREBL2	Undirected
HNF4A	NOC3L	Undirected
HNF4A	CCDC59	Undirected
HNF4A	NDUFA5	Undirected
HNF4A	LRP5	Undirected
HNF4A	HEXA	Undirected
HNF4A	SILV	Undirected
HNF4A	CLCNKA	Undirected
HNF4A	PSMB5	Undirected
HNF4A	NDUFB3	Undirected
HNF4A	PARP4	Undirected
HNF4A	CD1D	Undirected
HNF4A	ZSCAN18	Undirected
HNF4A	CDKAL1	Undirected
HNF4A	C11orf2	Undirected
HNF4A	IFNGR1	Undirected
HNF4A	LTA4H	Undirected
HNF4A	NUDT6	Undirected
HNF4A	AKAP13	Undirected
HNF4A	CLDN2	Undirected
HNF4A	GTF2H3	Undirected
HNF4A	KBTBD4	Undirected
HNF4A	PPP1R3B	Undirected
HNF4A	GPR146	Undirected
HNF4A	POLR1B	Undirected
HNF4A	C2orf44	Undirected
HNF4A	FGF7	Undirected
HNF4A	NTHL1	Undirected
HNF4A	TMEM63A	Undirected
HNF4A	AGXT2L1	Undirected
HNF4A	KLHL6	Undirected
HNF4A	SOX9	Undirected
HNF4A	UBQLN1	Undirected
HNF4A	UBA5	Undirected
HNF4A	FKBPL	Undirected
HNF4A	C14orf122	Undirected
HNF4A	APOC3	Undirected
HNF4A	SFRS8	Undirected
HNF4A	MRPL51	Undirected
HNF4A	CHMP4A	Undirected
HNF4A	HIST1H2AD	Undirected
HNF4A	GOLGA4	Undirected
HNF4A	EED	Undirected
HNF4A	ABCG1	Undirected
HNF4A	TTRAP	Undirected
HNF4A	ARD1A	Undirected
HNF4A	PRMT7	Undirected
HNF4A	BTRC	Undirected
HNF4A	ALS2	Undirected
HNF4A	CDKN1B	Undirected
HNF4A	C1orf25	Undirected
HNF4A	PNPO	Undirected
HNF4A	AVPI1	Undirected
HNF4A	GSTM4	Undirected
HNF4A	TXNIP	Undirected
HNF4A	RASSF5	Undirected
HNF4A	MRPL15	Undirected
HNF4A	SLC37A4	Undirected
HNF4A	MED23	Undirected
HNF4A	FDXR	Undirected
HNF4A	MAGOH	Undirected
HNF4A	C5orf22	Undirected
HNF4A	OSBP	Undirected
HNF4A	ATG3	Undirected
HNF4A	ZNF224	Undirected
HNF4A	TCF21	Undirected
HNF4A	KIAA0317	Undirected
HNF4A	TSN	Undirected
HNF4A	HSPE1	Undirected
HNF4A	TRAPPC3	Undirected
HNF4A	MYO1A	Undirected
HNF4A	ZNF133	Undirected
HNF4A	ZNF300	Undirected
HNF4A	TRAPPC4	Undirected
HNF4A	TMEM48	Undirected
HNF4A	KRT10	Undirected
HNF4A	USP36	Undirected
HNF4A	LSG1	Undirected
HNF4A	TCEAL3	Undirected
HNF4A	KIF22	Undirected
HNF4A	GPR137	Undirected
HNF4A	TF	Undirected
HNF4A	SSR2	Undirected
HNF4A	TMEM30A	Undirected
HNF4A	WBSCR18	Undirected
HNF4A	MED18	Undirected
HNF4A	PABPN1	Undirected
HNF4A	RNF5	Undirected
HNF4A	PSME3	Undirected
HNF4A	CDCA5	Undirected
HNF4A	LRRTM2	Undirected
HNF4A	USMG5	Undirected
HNF4A	ARMC8	Undirected
HNF4A	SERPINB3	Undirected
HNF4A	HAL	Undirected
HNF4A	C21orf56	Undirected
HNF4A	MDM2	Undirected
HNF4A	ACVR1	Undirected
HNF4A	TXNDC9	Undirected
HNF4A	TROVE2	Undirected
HNF4A	WDR51A	Undirected
HNF4A	PET112L	Undirected
HNF4A	ZDHHC6	Undirected
HNF4A	PNO1	Undirected
HNF4A	ZC3H10	Undirected
HNF4A	MCEE	Undirected
HNF4A	LSMD1	Undirected
HNF4A	APH1A	Undirected
HNF4A	CDK5RAP3	Undirected
HNF4A	ARG2	Undirected
HNF4A	XPO1	Undirected
HNF4A	SAT2	Undirected
HNF4A	GAB1	Undirected
HNF4A	COASY	Undirected
HNF4A	C21orf33	Undirected
HNF4A	HSPA4L	Undirected
HNF4A	C16orf61	Undirected
HNF4A	CLDND1	Undirected
HNF4A	MID1	Undirected
HNF4A	POLR3F	Undirected
HNF4A	MLH1	Undirected
HNF4A	RPS6KC1	Undirected
HNF4A	CLTCL1	Undirected
HNF4A	HBP1	Undirected
HNF4A	OSMR	Undirected
HNF4A	KNG1	Undirected
HNF4A	NR1H3	Undirected
HNF4A	VEZT	Undirected
HNF4A	PON1	Undirected
HNF4A	EXOSC5	Undirected
HNF4A	ZNRD1	Undirected
HNF4A	GTF2H1	Undirected
HNF4A	KIAA0196	Undirected
HNF4A	MTHFS	Undirected
HNF4A	GRIN2D	Undirected
HNF4A	ZBTB45	Undirected
HNF4A	FHIT	Undirected
HNF4A	GLYAT	Undirected
HNF4A	CCDC21	Undirected
HNF4A	TM4SF4	Undirected
HNF4A	PEPD	Undirected
HNF4A	CYP1B1	Undirected
HNF4A	PJA2	Undirected
HNF4A	COPS8	Undirected
HNF4A	CRKL	Undirected
HNF4A	NBPF3	Undirected
HNF4A	CRYZ	Undirected
HNF4A	CCL14	Undirected
HNF4A	PPP4R1	Undirected
HNF4A	C8orf41	Undirected
HNF4A	C12orf62	Undirected
HNF4A	ANKRD49	Undirected
HNF4A	AMT	Undirected
HNF4A	CRADD	Undirected
HNF4A	C8G	Undirected
HNF4A	LRRC8C	Undirected
HNF4A	PTGES3	Undirected
HNF4A	ZNF557	Undirected
HNF4A	RAP2C	Undirected
HNF4A	HNF1B	Undirected
HNF4A	RPS6KA5	Undirected
HNF4A	KLF15	Undirected
HNF4A	MDH1	Undirected
HNF4A	BPIL1	Undirected
HNF4A	FEZF2	Undirected
HNF4A	NUDT5	Undirected
HNF4A	FYCO1	Undirected
HNF4A	EAF1	Undirected
HNF4A	LRIG2	Undirected
HNF4A	PSMA5	Undirected
HNF4A	QRSL1	Undirected
HNF4A	NDUFB5	Undirected
HNF4A	STX17	Undirected
HNF4A	CSNK2A1	Undirected
HNF4A	PEX3	Undirected
HNF4A	TBRG1	Undirected
HNF4A	THOC6	Undirected
HNF4A	CBARA1	Undirected
HNF4A	PIGS	Undirected
HNF4A	BRD8	Undirected
HNF4A	MTRF1	Undirected
HNF4A	C11orf67	Undirected
HNF4A	AMBP	Undirected
HNF4A	DTL	Undirected
HNF4A	FARSB	Undirected
HNF4A	YBX1	Undirected
HNF4A	THPO	Undirected
HNF4A	SUGT1	Undirected
HNF4A	ABCB11	Undirected
HNF4A	NAPA	Undirected
HNF4A	HNF1A	Undirected
HNF4A	MBOAT5	Undirected
HNF4A	C8orf53	Undirected
HNF4A	SH3BGRL2	Undirected
HNF4A	NLN	Undirected
HNF4A	ZNF576	Undirected
HNF4A	TPX2	Undirected
HNF4A	GCHFR	Undirected
HNF4A	SUPT7L	Undirected
HNF4A	MTHFD1	Undirected
HNF4A	NCOA4	Undirected
HNF4A	NCBP1	Undirected
HNF4A	ZNF747	Undirected
HNF4A	BMP2K	Undirected
HNF4A	APCS	Undirected
HNF4A	SAMHD1	Undirected
HNF4A	FZD3	Undirected
HNF4A	SMC1A	Undirected
HNF4A	RPLP1	Undirected
HNF4A	MRPS23	Undirected
HNF4A	DHRS7B	Undirected
HNF4A	STAU2	Undirected
HNF4A	ZFYVE19	Undirected
HNF4A	CCDC76	Undirected
HNF4A	SULT2A1	Undirected
HNF4A	ZNF221	Undirected
HNF4A	SNAPC1	Undirected
HNF4A	POLL	Undirected
HNF4A	RIOK2	Undirected
HNF4A	PCK1	Undirected
HNF4A	RPS18	Undirected
HNF4A	ZNF304	Undirected
HNF4A	ATF7	Undirected
HNF4A	UGT2B15	Undirected
HNF4A	TMEM33	Undirected
HNF4A	TBC1D23	Undirected
HNF4A	HPN	Undirected
HNF4A	PHPT1	Undirected
HNF4A	TPCN1	Undirected
HNF4A	RBKS	Undirected
HNF4A	SKP2	Undirected
HNF4A	WDR77	Undirected
HNF4A	RASSF1	Undirected
HNF4A	PAQR5	Undirected
HNF4A	FAM103A1	Undirected
HNF4A	CNFN	Undirected
HNF4A	ABCA6	Undirected
HNF4A	MT2A	Undirected
HNF4A	CPT2	Undirected
HNF4A	MIS12	Undirected
HNF4A	KIAA0409	Undirected
HNF4A	TMEM176B	Undirected
HNF4A	REG1A	Undirected
HNF4A	XRCC4	Undirected
HNF4A	PANX2	Undirected
HNF4A	ACTR5	Undirected
HNF4A	HDAC6	Undirected
HNF4A	TIGD6	Undirected
HNF4A	TRAPPC6A	Undirected
HNF4A	WRNIP1	Undirected
HNF4A	FAM45B	Undirected
HNF4A	GSTA4	Undirected
HNF4A	ZFP37	Undirected
HNF4A	GOLGA2	Undirected
HNF4A	C1orf156	Undirected
HNF4A	FKBP3	Undirected
HNF4A	RNASE4	Undirected
HNF4A	C14orf156	Undirected
HNF4A	CREBL1	Undirected
HNF4A	PANK1	Undirected
HNF4A	TP53RK	Undirected
HNF4A	APOB	Undirected
HNF4A	CYP51A1	Undirected
HNF4A	CABC1	Undirected
HNF4A	HAO1	Undirected
HNF4A	TUBB4	Undirected
HNF4A	SEC61B	Undirected
HNF4A	MRTO4	Undirected
HNF4A	UGT2B11	Undirected
HNF4A	ABCB8	Undirected
HNF4A	C7orf10	Undirected
HNF4A	NUTF2	Undirected
HNF4A	RBL2	Undirected
HNF4A	ANXA5	Undirected
HNF4A	NEK4	Undirected
HNF4A	CCNH	Undirected
HNF4A	C3	Undirected
HNF4A	TMEM101	Undirected
HNF4A	C1orf109	Undirected
HNF4A	PHB2	Undirected
HNF4A	PPP6C	Undirected
HNF4A	AP3B1	Undirected
HNF4A	DHX8	Undirected
HNF4A	EPHA2	Undirected
HNF4A	STOML1	Undirected
HNF4A	RASL12	Undirected
HNF4A	CHCHD5	Undirected
HNF4A	PPP5C	Undirected
HNF4A	POP5	Undirected
HNF4A	C20orf10	Undirected
HNF4A	GTF2I	Undirected
HNF4A	DYNC2LI1	Undirected
HNF4A	SIX2	Undirected
HNF4A	ATP6V1H	Undirected
HNF4A	RBM18	Undirected
HNF4A	SF3A3	Undirected
HNF4A	C1orf123	Undirected
HNF4A	HAAO	Undirected
HNF4A	POLRMT	Undirected
HNF4A	RFC3	Undirected
HNF4A	HBS1L	Undirected
HNF4A	SART3	Undirected
HNF4A	ZNF235	Undirected
HNF4A	STAT1	Undirected
HNF4A	CHEK2	Undirected
HNF4A	MEN1	Undirected
HNF4A	PTPN4	Undirected
HNF4A	INHBE	Undirected
HNF4A	ORC1L	Undirected
HNF4A	FAM53C	Undirected
HNF4A	DNAJA3	Undirected
HNF4A	SUPV3L1	Undirected
HNF4A	NDC80	Undirected
HNF4A	HSDL2	Undirected
HNF4A	DERL1	Undirected
HNF4A	IL6ST	Undirected
HNF4A	BNIP1	Undirected
HNF4A	UBL7	Undirected
HNF4A	ADH1B	Undirected
HNF4A	WTAP	Undirected
HNF4A	GADD45G	Undirected
HNF4A	SAP30L	Undirected
HNF4A	COPB1	Undirected
HNF4A	ZNF410	Undirected
HNF4A	HNRNPR	Undirected
HNF4A	SSR3	Undirected
HNF4A	MRPL22	Undirected
HNF4A	DHX38	Undirected
HNF4A	ELP3	Undirected
HNF4A	PITPNB	Undirected
HNF4A	SLC16A6	Undirected
HNF4A	PCDH21	Undirected
HNF4A	UGT2A3	Undirected
HNF4A	COX8A	Undirected
HNF4A	ATG4D	Undirected
HNF4A	NDUFA7	Undirected
HNF4A	ARL6	Undirected
HNF4A	GSPT1	Undirected
HNF4A	KARS	Undirected
HNF4A	PSCD2	Undirected
HNF4A	MRPS14	Undirected
HNF4A	DNAJB4	Undirected
HNF4A	WDFY2	Undirected
HNF4A	NDUFS4	Undirected
HNF4A	PRKAB1	Undirected
HNF4A	ACTR1A	Undirected
HNF4A	PEX11B	Undirected
HNF4A	KIF1B	Undirected
HNF4A	GTPBP3	Undirected
HNF4A	SLC31A1	Undirected
HNF4A	PRCP	Undirected
HNF4A	TMEM126B	Undirected
HNF4A	MGST1	Undirected
HNF4A	FANCF	Undirected
HNF4A	ZNF277	Undirected
HNF4A	TMEM161A	Undirected
HNF4A	P2RY2	Undirected
HNF4A	VKORC1	Undirected
HNF4A	MIPEP	Undirected
HNF4A	C11orf51	Undirected
HNF4A	ZAN	Undirected
HNF4A	SNX17	Undirected
HNF4A	PPCS	Undirected
HNF4A	ALKBH7	Undirected
HNF4A	MINA	Undirected
HNF4A	POLE3	Undirected
HNF4A	IRS4	Undirected
HNF4A	C14orf147	Undirected
HNF4A	TMEM49	Undirected
HNF4A	RPS27A	Undirected
HNF4A	ANXA9	Undirected
HNF4A	SRP54	Undirected
HNF4A	TSEN34	Undirected
HNF4A	SDF2	Undirected
HNF4A	TSG101	Undirected
HNF4A	MUT	Undirected
HNF4A	SGK1	Undirected
HNF4A	RBM23	Undirected
HNF4A	BAT4	Undirected
HNF4A	EPM2AIP1	Undirected
HNF4A	HPS5	Undirected
HNF4A	CYB561D2	Undirected
HNF4A	GPC6	Undirected
HNF4A	ING4	Undirected
HNF4A	A1BG	Undirected
HNF4A	VN1R1	Undirected
HNF4A	C14orf124	Undirected
HNF4A	SSTR4	Undirected
HNF4A	RMI1	Undirected
HNF4A	EXOD1	Undirected
HNF4A	TM9SF4	Undirected
HNF4A	ALDH1A1	Undirected
HNF4A	NDUFA4	Undirected
HNF4A	NRD1	Undirected
HNF4A	MGST3	Undirected
HNF4A	USP46	Undirected
HNF4A	MRPS12	Undirected
HNF4A	MRPL11	Undirected
